path,ext,size,modified_utc,last_git_utc,decision,reasons
tools/show_next_step.py,.py,1982,2025-08-22 15:43:15,2025-08-23 09:18:45,archive,stale:58d>=45d
tools/snippet_pack.py,.py,761,2025-08-22 16:56:03,2025-08-23 09:18:45,archive,stale:58d>=45d
tools/structure_sync.py,.py,10272,2025-08-22 15:55:58,2025-08-23 09:18:45,archive,stale:58d>=45d
tools/tmp/patches/proposal_step_10_3.json,.json,382,2025-08-31 18:27:06,,archive,pattern:(^|/)(tmp|temp|trash|old|bak|backup|backups)(/|$);no_git_history_mtime_used;stale:49d>=45d
tools/tmp/patches/proposal_step_10_4.json,.json,416,2025-09-03 21:59:30,,archive,pattern:(^|/)(tmp|temp|trash|old|bak|backup|backups)(/|$);no_git_history_mtime_used;stale:46d>=45d
tools/tool_catalog.json,.json,9975,2025-08-27 22:15:40,2025-08-28 11:00:10,archive,stale:53d>=45d
tools/tool_catalog.md,.md,4731,2025-08-27 22:15:40,2025-08-28 11:00:10,archive,stale:53d>=45d
tools/tool_catalog.overlay.yaml,.yaml,4370,2025-08-27 22:15:40,2025-08-28 11:00:10,archive,stale:53d>=45d
tools/tool_catalog.yaml,.yaml,7581,2025-08-27 22:15:40,2025-08-28 11:00:10,archive,stale:53d>=45d
tools/tools/tool_catalog.overlay.yaml,.yaml,920,2025-08-28 10:44:26,2025-08-28 11:00:10,archive,stale:53d>=45d
tools/update_ai_models.py,.py,4500,2025-08-22 15:55:58,2025-08-23 09:18:45,archive,stale:58d>=45d
tools/update_index_sha.py,.py,700,2025-08-22 15:43:15,2025-08-23 09:18:45,archive,stale:58d>=45d
tools/verify_against_manifest.py,.py,1909,2025-08-22 15:55:58,2025-08-23 09:18:45,archive,stale:58d>=45d
tools/verify_plan_compat.py,.py,725,2025-08-23 06:08:57,2025-08-23 09:18:45,archive,pattern:(^|/).*_compat\.py$;stale:58d>=45d
tools/verify_plan_tree.py,.py,243,2025-08-23 06:16:41,2025-08-23 09:18:45,archive,stale:58d>=45d
config/ai/providers.yaml,.yaml,471,2025-09-03 21:34:41,2025-09-13 14:10:46,keep,recent:37d<45d
config/app_settings.json,.json,505,2025-09-13 20:24:22,2025-09-13 08:57:31,keep,recent:37d<45d
config/email_watch.yaml,.yaml,320,2025-09-29 12:11:08,2025-09-29 09:40:21,keep,recent:21d<45d
config/email_watch_graph.yaml,.yaml,423,2025-09-29 08:37:12,2025-09-29 09:40:21,keep,recent:21d<45d
config/github_fetch.yaml,.yaml,255,2025-09-29 13:35:58,2025-09-29 13:35:59,keep,recent:21d<45d
config/pal_settings.yaml,.yaml,262,2025-10-18 15:27:28,2025-10-18 15:33:14,keep,recent:2d<45d
config/processes.json,.json,1763,2025-10-01 03:21:12,2025-10-18 14:09:17,keep,recent:2d<45d
config/reliability_plan.yaml,.yaml,683,2025-10-12 17:39:10,2025-10-12 17:39:11,keep,recent:7d<45d
config/runner_policy.yaml,.yaml,526,2025-09-07 17:20:21,2025-09-13 14:10:46,keep,recent:37d<45d
config/services.json,.json,663,2025-10-12 10:36:32,2025-10-12 11:38:03,keep,recent:8d<45d
config/unified_server.yaml,.yaml,560,2025-09-29 17:38:06,2025-09-29 17:57:43,keep,recent:20d<45d
scripts/apply_any_pack.ps1,.ps1,1518,2025-09-26 07:55:50,2025-09-27 10:35:30,keep,recent:23d<45d
scripts/apply_common.py,.py,1200,2025-09-27 16:35:30,2025-09-27 17:32:01,keep,recent:22d<45d
scripts/apply_pack.ps1,.ps1,4689,2025-09-30 18:32:48,2025-10-12 18:32:52,keep,recent:7d<45d
scripts/apply_pack.py,.py,4917,2025-10-12 19:28:12,2025-10-18 14:09:17,keep,recent:2d<45d
scripts/apply_pack_debug.py,.py,6202,2025-10-12 19:27:44,2025-10-18 14:09:17,keep,recent:2d<45d
scripts/autostart/register_watchdog_task.ps1,.ps1,543,2025-10-12 10:36:32,2025-10-12 11:38:03,keep,recent:8d<45d
scripts/bridge_ui/app.py,.py,3019,2025-10-20 13:45:42,2025-10-20 13:54:37,keep,linked:supervisor_service
scripts/cloudflared/collect_env.ps1,.ps1,2015,2025-10-12 07:52:52,2025-10-12 08:55:41,keep,recent:8d<45d
scripts/cloudflared/install_or_update_cloudflared.ps1,.ps1,800,2025-10-12 07:52:52,2025-10-12 08:55:41,keep,recent:8d<45d
scripts/cloudflared/run_tunnel.ps1,.ps1,586,2025-10-12 07:52:52,2025-10-12 08:47:07,keep,recent:8d<45d
scripts/cloudflared/smoke_test_cloudflared.ps1,.ps1,3513,2025-10-12 07:52:52,2025-10-12 08:55:41,keep,recent:8d<45d
scripts/cloudflared/teardown.ps1,.ps1,184,2025-10-12 07:52:52,2025-10-12 08:47:07,keep,recent:8d<45d
scripts/config/pal_settings.py,.py,1318,2025-10-12 10:36:32,2025-10-12 11:38:03,keep,recent:8d<45d
scripts/diag/python_guard_diag.ps1,.ps1,5994,2025-09-13 13:49:42,2025-09-13 14:10:46,keep,recent:37d<45d
scripts/inject_status_card.ps1,.ps1,1629,2025-09-29 22:51:44,2025-09-30 18:51:10,keep,recent:19d<45d
scripts/make_support_bundle.ps1,.ps1,753,2025-09-13 09:04:10,2025-09-13 14:10:46,keep,recent:37d<45d
scripts/misc/pal_process_snapshot.ps1,.ps1,1571,2025-10-12 07:52:52,2025-10-12 08:55:41,keep,recent:8d<45d
scripts/misc/start_simple_http_8787.ps1,.ps1,147,2025-10-12 07:52:52,2025-10-12 08:55:41,keep,recent:8d<45d
scripts/ops/emit_bridge_heartbeat.py,.py,1091,2025-10-19 08:17:52,2025-10-20 13:54:37,keep,linked:supervisor_service
scripts/ops/mark_plan_13C_complete.py,.py,523,2025-10-18 15:35:30,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/ops/ops_bridge_emit.py,.py,1307,2025-10-12 16:10:03,2025-10-12 16:10:04,keep,recent:8d<45d
scripts/phone/phone_bridge.py,.py,7623,2025-10-20 06:51:44,2025-10-20 13:54:37,keep,linked:supervisor_service
scripts/phone/watch_tunnel_and_notify.py,.py,1316,2025-10-20 12:08:15,2025-10-20 13:54:37,keep,linked:supervisor_service
scripts/phone/whatsapp_notify.py,.py,1238,2025-10-20 12:08:15,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/plan/mark_task.ps1,.ps1,1867,2025-10-12 08:22:54,2025-10-12 09:31:01,keep,recent:8d<45d
scripts/plan/mark_task.py,.py,1174,2025-10-12 09:24:20,2025-10-12 10:26:17,keep,recent:8d<45d
scripts/README_PLAN_SCAN.txt,.txt,745,2025-10-19 08:35:18,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/bridge_files_exist.ps1,.ps1,368,2025-10-12 16:50:28,2025-10-12 16:50:28,keep,recent:7d<45d
scripts/smoke/bridge_status.ps1,.ps1,553,2025-10-12 16:50:28,2025-10-12 16:50:28,keep,recent:7d<45d
scripts/smoke/context_smoke.ps1,.ps1,376,2025-10-12 14:02:04,2025-10-12 15:02:43,keep,recent:8d<45d
scripts/smoke/layout_smoke.ps1,.ps1,657,2025-10-12 15:15:10,2025-10-12 18:32:52,keep,recent:7d<45d
scripts/smoke/pal_smoke.py,.py,6043,2025-10-12 10:18:14,2025-10-12 11:18:56,keep,recent:8d<45d
scripts/smoke/smoke_bridge_status.py,.py,1806,2025-10-12 19:28:40,2025-10-18 14:09:17,keep,recent:2d<45d
scripts/smoke/smoke_bridge_ui.ps1,.ps1,592,2025-10-20 12:08:15,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_collect_phone_candidates.py,.py,668,2025-10-19 20:47:49,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_endpoints_panel.ps1,.ps1,216,2025-10-20 10:25:32,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_heartbeat_fresh.py,.py,2141,2025-10-12 19:28:40,2025-10-18 14:09:17,keep,recent:2d<45d
scripts/smoke/smoke_paths_check.py,.py,496,2025-10-12 19:28:12,2025-10-18 14:09:17,keep,recent:2d<45d
scripts/smoke/smoke_phone_bridge.ps1,.ps1,516,2025-10-20 06:51:44,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_plan_13C_done.py,.py,675,2025-10-18 15:35:30,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_plan_promoted.py,.py,533,2025-10-12 18:00:05,2025-10-12 17:56:02,keep,recent:7d<45d
scripts/smoke/smoke_plan_selected.py,.py,742,2025-10-12 17:39:11,2025-10-12 17:39:11,keep,recent:7d<45d
scripts/smoke/smoke_plan_state.py,.py,886,2025-10-12 17:43:29,2025-10-12 17:43:29,keep,recent:7d<45d
scripts/smoke/smoke_plan_state_fresh.py,.py,1591,2025-10-18 11:54:53,2025-10-18 14:09:17,keep,recent:2d<45d
scripts/smoke/smoke_ports.ps1,.ps1,200,2025-10-20 10:50:06,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_quicktunnel.py,.py,1143,2025-10-12 08:57:46,2025-10-12 09:59:54,keep,recent:8d<45d
scripts/smoke/smoke_roadmap_coherence.py,.py,617,2025-10-19 09:27:50,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_supervisor_controls.ps1,.ps1,899,2025-10-20 10:12:01,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_supervisor_singleton.ps1,.ps1,409,2025-10-20 10:25:32,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_supervisor_status.py,.py,893,2025-10-18 15:27:28,2025-10-18 15:33:14,keep,recent:2d<45d
scripts/smoke/smoke_supervisor_stays_up.ps1,.ps1,636,2025-10-20 10:50:06,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/smoke_tunnel.ps1,.ps1,1326,2025-10-20 09:23:21,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/smoke/tracker_bridge_diag.ps1,.ps1,950,2025-10-12 16:10:03,2025-10-12 16:10:04,keep,recent:8d<45d
scripts/smoke/tracker_proc.ps1,.ps1,459,2025-10-12 16:50:28,2025-10-12 16:50:28,keep,recent:7d<45d
scripts/start_pal.py,.py,386,2025-10-18 14:03:55,2025-10-18 14:09:17,keep,recent:2d<45d
scripts/supervisor/supervisor.py,.py,8303,2025-10-20 13:45:42,2025-10-20 13:54:37,keep,linked:supervisor_service
scripts/test_helpers.ps1,.ps1,755,2025-09-03 21:30:21,2025-09-13 14:10:46,keep,recent:37d<45d
scripts/tools/collect_phone_files.py,.py,1585,2025-10-19 20:47:49,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/tools/consolidate_roadmap.py,.py,11809,2025-10-19 09:27:50,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/tools/consolidate_roadmap_v2.py,.py,8644,2025-10-19 09:53:25,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/tools/scan_and_bundle_plans.py,.py,4417,2025-10-19 08:35:18,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/tools/scan_plan_schema_compat.py,.py,1297,2025-10-19 10:23:35,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/tracker/start_pal_tracker.py,.py,2034,2025-10-12 09:58:30,2025-10-12 18:32:52,keep,recent:7d<45d
scripts/tracker/start_tracker_with_plan.py,.py,1766,2025-10-12 18:00:05,2025-10-12 18:00:05,keep,recent:7d<45d
scripts/tunnel/run_cloudflared_quick.ps1,.ps1,1650,2025-10-20 13:45:42,2025-10-20 13:54:37,keep,linked:supervisor_service
scripts/tunnel/stop_cloudflared.ps1,.ps1,147,2025-10-20 07:08:37,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/utils/http_post.py,.py,189,2025-10-20 06:51:44,2025-10-20 13:54:37,keep,recent:0d<45d
scripts/utils/plan_refresher.py,.py,2178,2025-10-18 18:00:00,2025-10-20 13:54:37,keep,linked:supervisor_service
scripts/watchdog/_bridge_panel.py,.py,1215,2025-10-12 16:36:07,2025-10-12 16:36:09,keep,recent:8d<45d
scripts/watchdog/_ctx_panel.py,.py,2187,2025-10-12 15:30:07,2025-10-12 15:30:08,keep,recent:8d<45d
scripts/watchdog/_ux_inject.py,.py,2193,2025-10-12 15:15:10,2025-10-12 18:03:28,keep,recent:7d<45d
scripts/watchdog/git_ops.py,.py,519,2025-10-12 10:36:32,2025-10-12 11:38:03,keep,recent:8d<45d
scripts/watchdog/lib/cmdlets.ps1,.ps1,1764,2025-10-12 08:17:20,2025-10-12 09:31:01,keep,recent:8d<45d
scripts/watchdog/watchdog.ps1,.ps1,4338,2025-10-12 08:22:54,2025-10-12 09:31:01,keep,recent:8d<45d
scripts/watchdog/watchdog.py,.py,5313,2025-10-12 08:29:56,2025-10-12 09:31:01,keep,recent:8d<45d
scripts/watchdog/watchdog_core.py,.py,6225,2025-10-12 10:36:32,2025-10-12 11:38:03,keep,recent:8d<45d
scripts/watchdog/watchdog_ui.py,.py,6115,2025-10-12 10:36:32,2025-10-12 11:38:03,keep,recent:8d<45d
scripts/watchdog/watchdog_ui_basic.py,.py,14385,2025-10-12 12:08:08,2025-10-12 18:32:52,keep,recent:7d<45d
scripts/watchdog/whatsapp_send.py,.py,1516,2025-10-12 11:17:42,2025-10-12 12:22:54,keep,recent:8d<45d
tools/cmd/palctl.cmd,.cmd,207,2025-10-12 06:36:18,2025-10-12 07:37:51,keep,recent:8d<45d
tools/context/context_capture.ps1,.ps1,1852,2025-10-12 13:59:18,2025-10-12 18:03:28,keep,recent:7d<45d
tools/context/context_close.ps1,.ps1,797,2025-10-12 13:59:18,2025-10-12 18:03:28,keep,recent:7d<45d
tools/context/context_loader.ps1,.ps1,981,2025-10-12 13:59:18,2025-10-12 18:03:28,keep,recent:7d<45d
tools/ps1/apply_inbox.ps1,.ps1,1984,2025-09-29 14:11:38,2025-09-29 14:11:38,keep,recent:21d<45d
tools/ps1/codex/apply_latest_pack.ps1,.ps1,119,2025-10-01 04:28:46,2025-10-01 19:06:02,keep,recent:18d<45d
tools/ps1/codex/smoke.ps1,.ps1,1128,2025-10-01 04:28:46,2025-10-01 19:06:02,keep,recent:18d<45d
tools/ps1/codex/tunnel_url.ps1,.ps1,650,2025-10-01 04:28:46,2025-10-01 19:06:02,keep,recent:18d<45d
tools/ps1/codex/watchdog_restart.ps1,.ps1,898,2025-10-01 04:28:46,2025-10-01 19:06:02,keep,recent:18d<45d
tools/ps1/codex/watchdog_status.ps1,.ps1,603,2025-10-01 04:28:46,2025-10-01 19:06:02,keep,recent:18d<45d
tools/ps1/deep_smoke.ps1,.ps1,11959,2025-10-05 07:14:18,2025-10-05 11:17:26,keep,recent:15d<45d
tools/ps1/diag_tunnel_dns.ps1,.ps1,4416,2025-10-05 17:34:21,2025-10-11 08:41:12,keep,recent:9d<45d
tools/ps1/diag_watchdog_hb.ps1,.ps1,2614,2025-10-05 21:29:23,2025-10-05 21:31:47,keep,recent:14d<45d
tools/ps1/fix_double_routes.ps1,.ps1,1330,2025-10-12 15:03:46,2025-10-05 11:17:26,keep,recent:15d<45d
tools/ps1/install_cloudflared.ps1,.ps1,734,2025-09-30 18:41:40,2025-09-30 19:54:05,keep,recent:19d<45d
tools/ps1/install_deps.ps1,.ps1,734,2025-09-29 08:37:12,2025-09-29 09:40:21,keep,recent:21d<45d
tools/ps1/install_startup_loop.ps1,.ps1,1519,2025-09-29 14:43:08,2025-09-29 14:43:08,keep,recent:21d<45d
tools/ps1/one_shot_email_poll.ps1,.ps1,425,2025-09-27 16:35:30,2025-09-27 18:01:59,keep,recent:22d<45d
tools/ps1/one_shot_graph_poll.ps1,.ps1,426,2025-09-29 08:37:12,2025-09-29 09:40:21,keep,recent:21d<45d
tools/ps1/open_control_in_edge.ps1,.ps1,679,2025-09-29 18:35:11,2025-09-29 18:32:44,keep,recent:20d<45d
tools/ps1/open_firewall_port.ps1,.ps1,555,2025-09-29 21:12:22,2025-09-30 18:50:48,keep,recent:19d<45d
tools/ps1/open_mobile.ps1,.ps1,628,2025-09-29 19:37:56,2025-09-29 19:37:56,keep,recent:20d<45d
tools/ps1/open_unified_in_edge.ps1,.ps1,703,2025-09-29 18:41:03,2025-09-29 18:41:03,keep,recent:20d<45d
tools/ps1/pa_auto_admin.ps1,.ps1,16120,2025-10-05 20:30:46,2025-10-05 21:31:47,keep,recent:14d<45d
tools/ps1/pa_doctor.ps1,.ps1,6400,2025-10-05 11:16:14,2025-10-05 11:17:26,keep,recent:15d<45d
tools/ps1/pa_lights.ps1,.ps1,10723,2025-10-05 07:38:37,2025-10-05 11:17:26,keep,recent:15d<45d
tools/ps1/pa_recover.ps1,.ps1,7538,2025-10-04 20:47:21,2025-10-05 11:17:26,keep,recent:15d<45d
tools/ps1/register_email_watcher.ps1,.ps1,1569,2025-09-27 17:52:34,2025-09-27 19:37:46,keep,recent:22d<45d
tools/ps1/register_email_watcher_graph.ps1,.ps1,1370,2025-09-29 08:37:12,2025-09-29 09:40:21,keep,recent:21d<45d
tools/ps1/register_pack_fetcher.ps1,.ps1,1732,2025-09-29 14:43:08,2025-09-29 14:43:08,keep,recent:21d<45d
tools/ps1/register_task.ps1,.ps1,346,2025-09-27 10:51:48,2025-09-27 12:25:36,keep,recent:23d<45d
tools/ps1/run_control_server.ps1,.ps1,284,2025-09-29 18:28:16,2025-09-29 18:28:16,keep,recent:20d<45d
tools/ps1/run_control_server_lan.ps1,.ps1,1413,2025-09-29 21:12:22,2025-09-30 18:50:48,keep,recent:19d<45d
tools/ps1/run_desktop_suite.ps1,.ps1,3076,2025-09-29 22:51:44,2025-09-30 18:51:10,keep,recent:19d<45d
tools/ps1/run_email_watcher.ps1,.ps1,948,2025-09-27 16:35:30,2025-09-27 18:01:59,keep,recent:22d<45d
tools/ps1/run_email_watcher_graph.ps1,.ps1,916,2025-09-29 08:37:12,2025-09-29 09:40:21,keep,recent:21d<45d
tools/ps1/run_pack_fetcher.ps1,.ps1,1046,2025-09-29 14:18:05,2025-09-29 14:18:06,keep,recent:21d<45d
tools/ps1/run_quick_tunnel.ps1,.ps1,2250,2025-09-30 18:41:40,2025-10-18 14:09:17,keep,recent:2d<45d
tools/ps1/run_smoke.ps1,.ps1,2229,2025-09-27 10:32:31,2025-09-27 10:35:30,keep,recent:23d<45d
tools/ps1/run_smoke_control.ps1,.ps1,302,2025-09-29 18:41:03,2025-09-29 18:41:03,keep,recent:20d<45d
tools/ps1/run_unified_server.ps1,.ps1,758,2025-09-29 17:36:13,2025-09-29 17:36:13,keep,recent:20d<45d
tools/ps1/run_watchdog.ps1,.ps1,2279,2025-10-01 03:21:12,2025-10-18 14:09:17,keep,recent:2d<45d
tools/ps1/run_web_mobile_inventory.ps1,.ps1,674,2025-09-29 16:33:34,2025-09-29 16:33:34,keep,recent:21d<45d
tools/ps1/run_web_mobile_shortlist.ps1,.ps1,698,2025-09-29 16:56:42,2025-09-29 16:56:43,keep,recent:20d<45d
tools/ps1/sha256.ps1,.ps1,246,2025-09-29 16:57:00,2025-09-29 16:57:01,keep,recent:20d<45d
tools/ps1/show_dev.ps1,.ps1,606,2025-09-27 16:03:30,2025-09-27 17:15:35,keep,recent:22d<45d
tools/ps1/show_smoke.ps1,.ps1,780,2025-09-27 15:23:30,2025-09-27 16:53:46,keep,recent:22d<45d
tools/ps1/stop_cloudflared.ps1,.ps1,220,2025-09-30 18:41:40,2025-09-30 19:54:05,keep,recent:19d<45d
tools/ps1/stop_desktop_suite.ps1,.ps1,191,2025-09-29 22:51:44,2025-09-30 18:51:10,keep,recent:19d<45d
tools/ps1/stop_watchdog.ps1,.ps1,571,2025-10-01 03:21:12,2025-10-18 14:09:17,keep,recent:2d<45d
tools/ps1/unregister_email_watcher.ps1,.ps1,281,2025-09-27 17:05:28,2025-09-27 18:26:43,keep,recent:22d<45d
tools/ps1/unregister_email_watcher_graph.ps1,.ps1,281,2025-09-29 08:37:12,2025-09-29 09:40:21,keep,recent:21d<45d
tools/ps1/update_ops_status.ps1,.ps1,655,2025-09-29 16:57:00,2025-09-29 16:57:01,keep,recent:20d<45d
tools/ps1/watchdog_core.ps1,.ps1,3578,2025-10-05 21:13:34,2025-10-11 08:41:12,keep,recent:9d<45d
tools/py/agentic/ai_link.py,.py,1417,2025-09-07 20:57:20,2025-09-07 20:57:56,keep,recent:42d<45d
tools/py/agentic/auto_next.py,.py,3240,2025-09-07 21:34:21,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/agentic/drive_step.py,.py,4521,2025-09-07 21:15:11,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/agentic/next_steps.py,.py,1359,2025-09-07 21:03:36,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/agentic/pilot.py,.py,2808,2025-09-07 21:00:44,2025-09-07 21:01:30,keep,recent:42d<45d
tools/py/agentic/pilot_cli.py,.py,1592,2025-09-07 21:07:43,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/agentic/policy_edit.py,.py,1792,2025-09-07 17:20:21,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/agentic/project_config.py,.py,3028,2025-09-07 20:11:06,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/agentic/proposal_types.py,.py,620,2025-09-07 20:57:20,2025-09-07 20:57:56,keep,recent:42d<45d
tools/py/agentic/status.py,.py,585,2025-09-07 21:00:35,2025-09-07 21:01:30,keep,recent:42d<45d
tools/py/apply_common.py,.py,572,2025-09-27 16:31:18,2025-09-27 17:32:01,keep,recent:22d<45d
tools/py/cloudflared_parse.py,.py,794,2025-09-30 17:57:24,2025-09-30 19:38:05,keep,recent:19d<45d
tools/py/context/analyze_repo.py,.py,9999,2025-10-20 16:40:36,,keep,recent:0d<45d
tools/py/context/build_context_bundle.py,.py,6062,2025-10-20 15:47:37,,keep,recent:0d<45d
tools/py/context/trace_entry.py,.py,3399,2025-10-20 16:39:11,,keep,recent:0d<45d
tools/py/control_server.py,.py,2731,2025-09-29 20:26:04,2025-09-29 20:26:04,keep,recent:20d<45d
tools/py/devstep_catalog.py,.py,2689,2025-09-27 16:03:30,2025-09-27 17:15:35,keep,recent:22d<45d
tools/py/doc_inventory.py,.py,789,2025-09-27 10:51:48,2025-09-27 12:25:36,keep,recent:23d<45d
tools/py/email_watcher.py,.py,9321,2025-09-29 12:58:44,2025-09-29 12:58:45,keep,recent:21d<45d
tools/py/email_watcher_graph.py,.py,7010,2025-09-29 08:37:12,2025-09-29 09:40:21,keep,recent:21d<45d
tools/py/executor/__init__.py,.py,2,2025-09-03 21:38:19,2025-09-07 21:11:45,keep,recent:42d<45d
tools/py/executor/leb_executor.py,.py,1703,2025-09-03 21:38:19,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/executor/patch_apply.py,.py,3151,2025-09-07 21:15:11,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/file_usage_analyzer.py,.py,1309,2025-09-27 10:09:44,2025-09-27 11:15:39,keep,recent:23d<45d
tools/py/file_usage_report.py,.py,1185,2025-09-27 15:14:36,2025-09-27 16:17:08,keep,recent:23d<45d
tools/py/imap_probe.py,.py,1772,2025-09-27 17:32:42,2025-09-27 18:49:15,keep,recent:22d<45d
tools/py/intake_new.py,.py,683,2025-09-27 15:14:36,2025-09-27 15:10:21,keep,recent:23d<45d
tools/py/intake_submit.py,.py,764,2025-09-27 10:09:44,2025-09-27 11:15:31,keep,recent:23d<45d
tools/py/intake_to_devstep.py,.py,804,2025-09-27 10:51:48,2025-09-27 12:25:40,keep,recent:23d<45d
tools/py/lan_control_server.py,.py,1979,2025-09-29 21:12:22,2025-09-30 18:50:48,keep,recent:19d<45d
tools/py/ops_status_html.py,.py,2279,2025-09-29 16:57:00,2025-09-29 16:57:01,keep,recent:20d<45d
tools/py/pack/ast_indexer.py,.py,3013,2025-09-14 09:44:11,2025-09-14 09:45:27,keep,recent:36d<45d
tools/py/pack/make_support_bundle.py,.py,5621,2025-09-13 12:16:33,2025-09-13 14:10:46,keep,recent:37d<45d
tools/py/pack/repo_tidy_classifier.py,.py,13396,2025-09-14 10:38:21,2025-09-22 20:21:48,keep,recent:27d<45d
tools/py/pack_fetcher.py,.py,9110,2025-09-29 13:35:58,2025-09-29 13:35:59,keep,recent:21d<45d
tools/py/pack_inbox_watcher.py,.py,538,2025-09-27 10:09:44,2025-09-27 11:15:26,keep,recent:23d<45d
tools/py/patch_unified_add_control.py,.py,1929,2025-09-29 18:41:03,2025-09-29 18:41:03,keep,recent:20d<45d
tools/py/patches/cleanup_apply_handlers.py,.py,2586,2025-09-13 19:31:17,2025-09-14 06:50:53,keep,recent:36d<45d
tools/py/patches/ensure_applystep_and_listener.py,.py,4137,2025-09-13 19:23:20,2025-09-14 06:50:53,keep,recent:36d<45d
tools/py/patches/finalize_apply_handlers.py,.py,5935,2025-09-13 19:36:20,2025-09-14 06:50:53,keep,recent:36d<45d
tools/py/patches/finalize_apply_handlers_v2.py,.py,5457,2025-09-13 19:40:04,2025-09-14 06:50:53,keep,recent:36d<45d
tools/py/patches/fix_settings_apply_ui.py,.py,6473,2025-09-13 19:15:02,2025-09-14 06:50:53,keep,recent:36d<45d
tools/py/patches/instrument_tabs_fallback.py,.py,2054,2025-09-13 20:14:19,2025-09-14 06:50:53,keep,recent:36d<45d
tools/py/plan_merge.py,.py,1825,2025-09-29 17:37:14,2025-09-29 17:57:43,keep,recent:20d<45d
tools/py/sha256sum.py,.py,489,2025-09-29 16:57:00,2025-09-29 16:57:01,keep,recent:20d<45d
tools/py/smoke_aggregate.py,.py,1964,2025-09-27 10:51:48,2025-09-27 12:25:36,keep,recent:23d<45d
tools/py/smoke_summary_cli.py,.py,2561,2025-09-27 15:23:30,2025-09-27 16:53:46,keep,recent:22d<45d
tools/py/unified_server.py,.py,7123,2025-09-29 17:38:01,2025-09-29 17:57:43,keep,recent:20d<45d
tools/py/web_mobile_inventory.py,.py,2206,2025-09-29 16:33:34,2025-09-29 16:33:34,keep,recent:21d<45d
tools/py/web_mobile_shortlist.py,.py,1746,2025-09-29 16:56:42,2025-09-29 16:56:43,keep,recent:20d<45d
tools/py/which_email_module.py,.py,164,2025-09-29 12:58:44,2025-09-29 12:58:45,keep,recent:21d<45d
tools/tools/tool_catalog.json,.json,1188,2025-09-14 07:04:01,2025-09-14 08:36:20,keep,recent:36d<45d
tools/tools/tool_catalog.md,.md,679,2025-09-14 07:04:01,2025-09-14 08:36:20,keep,recent:36d<45d
tools/tools/tool_catalog.yaml,.yaml,927,2025-09-14 07:04:01,2025-09-14 08:36:20,keep,recent:36d<45d
tools/watchdog_cmds_demo.txt,.txt,77,2025-10-12 12:59:04,2025-10-18 14:09:17,keep,recent:2d<45d
